00#00##0000#KŘP HL. M. PRAHY#0#0
00#12#11#001211#MOP VINOHRADY OŘP II.#1#1
00#12#12#001212#MOP KOŠÍŘE OŘP II.#1#1
00#12#13#001213#MOP SMÍCHOV OŘP II.#1#1
00#12#14#001214#MOP BARRANDOV OŘP II.#1#1
00#12#15#001215#MOP RADOTÍN OŘP II.#1#1
00#12#16#001216#MOP STODŮLKY OŘP II.#1#1
00#12#17#001217#MOP ZLIČÍN OŘP II.#1#1
00#12#50#001250#MOP WILSONOVO NÁDRAŽÍ#1#1
00#12#51#001251#MOP SMÍCHOVSKÉ NÁDRAŽÍ#1#1
00#12#57#001257#SVK OŘP II.#0#0
00#12#63#001263#ODD. HLÍDKOVÉ SL. SMÍCHOV#0#0
00#12#64#001264#ODD. HLÍDKOVÉ SL. VINOHRADY#0#0
00#12#70#001270#OOK - SKPV OŘP PII.#0#0
00#12#71#001271#OOK - 1.ODD. OŘP PII.#0#0
00#12#72#001272#OOK - 2.ODD. OŘP PII.#0#0
00#12#73#001273#OOK - 3.ODD. OŘP PII.#0#0
00#12#74#001274#OOK - 4.ODD. OŘP PII.#0#0
00#12#75#001275#OOK - 5.ODD. OŘP PII.#0#0
00#12#76#001276#OOK - 6.ODD. OŘP PII.#0#0
00#12#77#001277#OOK - 7.ODD. OŘP PII.#0#0
00#12#78#001278#OOK - 8.ODD. OŘP PII.#0#0
00#12#79#001279#OOK - 9.ODD. OŘP PII.#0#0
00#12#90#001290#OHK - SKPV OŘP II.#0#0
00#12#91#001291#OHK - 1.ODD. OŘP II.#0#0
00#12#92#001292#OHK - 2.ODD. OŘP II.#0#0
00#12#93#001293#OHK - 3.ODD. OŘP II.#0#0
00#13##0013#OŘP PRAHA III.#0#0
00#13#02#001302#SKPV OŘP PRAHA III. - OOK#0#0
00#13#03#001303#SKPV OŘP PRAHA III. - OHK#0#0
00#13#05#001305#ETŘ OŘP PRAHA III.#0#0
00#13#06#001306#DI OŘP PRAHA III.#0#0
00#13#10#001310#MOP JAROV PRAHA III.#1#1
00#13#11#001311#MOP ŽIŽKOV PRAHA III.#1#1
00#13#12#001312#MOP KARLÍN PRAHA III.#1#1
00#13#13#001313#MOP KOBYLISY PRAHA III.#1#1
00#13#14#001314#MOP LIBEŇ PRAHA III.#1#1
00#13#15#001315#MOP BOHNICE PRAHA III.#1#1
00#13#16#001316#MOP ĎÁBLICE PRAHA III.#1#1
00#13#17#001317#MOP ČAKOVICE PRAHA III.#1#1
00#13#18#001318#MOP KYJE PRAHA III.#1#1
00#13#19#001319#MOP PROSEK PRAHA III.#1#1
00#13#20#001320#MOP VYSOČANY PRAHA III.#1#1
00#13#21#001321#MOP HORNÍ POČERNICE PRAHA III.#1#1
00#13#22#001322#MOP LETŇANY PRAHA III.#1#1
00#13#23#001323#MOP ÚJEZD NAD LESY PRAHA III.#1#1
00#13#57#001357#SVK OŘP PRAHA III.#0#0
00#13#63#001363#ODD. HLÍDKOVÉ SL. PRAHA III.#0#0
00#13#70#001370#OOK - SKPV OŘP PIII.#0#0
00#13#71#001371#OOK - 1.ODD. OŘP PIII.#0#0
00#13#72#001372#OOK - 2.ODD. OŘP PIII.#0#0
00#13#73#001373#OOK - 3.ODD. OŘP PIII.#0#0
00#13#74#001374#OOK - 4.ODD. OŘP PIII.#0#0
00#13#75#001375#OOK - 5.ODD. OŘP PIII.#0#0
00#13#76#001376#OOK - 6.ODD. OŘP PIII.#0#0
00#13#77#001377#OOK - 7.ODD. OŘP PIII.#0#0
00#13#78#001378#OOK - 8.ODD. OŘP PIII.#0#0
00#13#79#001379#OOK - 9.ODD. OŘP PIII.#0#0
00#13#80#001380#SKUP.-213 PRAHA III.#0#0
00#13#90#001390#OHK - SKPV OŘP III.#0#0
00#13#91#001391#OHK - 1.ODD. OŘP III.#0#0
00#13#92#001392#OHK - 2.ODD. OŘP III.#0#0
00#13#93#001393#OHK - 3.ODD. OŘP III.#0#0
00#13#96#001396#OŘP PRAHA III - OPERATIVNÍ SKUPINA OHK#0#0
00#14##0014#OŘP PRAHA IV.#0#0
00#14#02#001402#SKPV OŘP PRAHA IV. - OOK#0#0
00#14#03#001403#SKPV OŘP PRAHA IV. - OHK#0#0
00#14#05#001405#ETŘ OŘP PRAHA IV.#0#0
00#14#06#001406#DI OŘP PRAHA IV.#0#0
00#14#10#001410#MOP MODŘANY PRAHA IV.#1#1
00#14#11#001411#MOP LHOTKA PRAHA IV.#1#1
00#14#12#001412#MOP PODOLÍ PRAHA IV.#1#1
00#14#13#001413#MOP SPOŘILOV PRAHA IV.#1#1
00#14#14#001414#MOP NUSLE PRAHA IV.#1#1
00#14#15#001415#MOP JIŽNÍ MĚSTO 1 PRAHA IV.#1#1
00#14#16#001416#MOP JIŽNÍ MĚSTO 2 PRAHA IV.#1#1
00#14#17#001417#MOP PANKRÁC PRAHA IV.#1#1
00#14#18#001418#MOP HOSTIVAŘ PRAHA IV.#1#1
00#14#19#001419#MOP VRŠOVICE PRAHA IV.#1#1
00#14#20#001420#MOP STRAŠNICE PRAHA IV.#1#1
00#14#21#001421#MOP ZAHRADNÍ MĚSTO PRAHA IV.#1#1
00#14#22#001422#MOP UHŘINĚVES PRAHA IV.#1#1
00#14#57#001457#SVK OŘP PRAHA IV.#0#0
00#14#63#001463#ODD. HLÍDKOVÉ SL. PRAHA IV.#0#0
00#14#70#001470#OOK - SKPV OŘP PRAHA IV.#0#0
00#14#71#001471#OOK - 1.ODD. OŘP PIV.#0#0
00#14#72#001472#OOK - 2.ODD. OŘP PIV.#0#0
00#14#73#001473#OOK - 3.ODD. OŘP PIV.#0#0
00#14#74#001474#OOK - 4.ODD. OŘP PIV.#0#0
00#14#75#001475#OOK - 5.ODD. OŘP PIV.#0#0
00#14#76#001476#OOK - 6.ODD. OŘP PIV.#0#0
00#14#77#001477#OOK - 7.ODD. OŘP PIV.#0#0
00#14#78#001478#OOK - 8.ODD. OŘP PIV.#0#0
00#14#90#001490#OHK - SKPV OŘP PRAHA IV.#0#0
00#14#91#001491#OHK - 1.ODD. PRAHA IV.#0#0
00#14#92#001492#OHK - 2.ODD. PRAHA IV.#0#0
00#14#93#001493#OHK - 3.ODD. PRAHA IV.#0#0
00#21#00#002100#DN 1 - KONGRESOVA#0#0
00#22#01#002201#DN 2#0#0
00#23#01#002301#DN 3#0#0
00#24#01#002401#DN 4#0#0
00#40##0040#OŘ SCP P ČR PRAHA#0#0
00#40#00#004000#ETŘ OŘ SCP P ČR PRAHA#0#0
00#40#02#004002#OŘ SCP - ODB. SPEC. ČINNOSTÍ PRAHA#0#0
00#40#03#004003#OŘ SCP - ODD. PÁTRÁNÍ PRAHA#0#0
00#40#30#004030#ZAŘ. PRO ZAJ. CIZINCŮ VELKÉ PŘÍLEPY#0#0
00#40#31#004031#ZAŘ. PRO ZAJ. CIZINCŮ BĚLÁ-JEZOVÁ#0#0
00#40#40#004040#OŘ SCP - SKUP. DOKUMENTACE PRAHA#0#0
00#40#60#004060#ICP - PRAHA#0#0
00#40#61#004061#ICP - KLADNO#0#0
00#40#62#004062#ICP - MĚLNÍK#0#0
00#40#63#004063#ICP - MLADÁ BOLESLAV#0#0
00#40#64#004064#ICP - PODĚBRADY#0#0
00#40#65#004065#ICP - PRAHA VENKOV#0#0
00#40#66#004066#ICP - PŘÍBRAM#0#0
00#41#10#004110#ICP LETIŠTĚ RUZYNĚ#1#1
00#90##0090#CENTRÁLNÍ ÚTVARY#0#0
00#90#00#009000#PP ČR ODB. VNITŘNÍ KONTROLY#0#0
00#91#27#009127#MV ČR ÚZSI#0#0
00#92#42#009242#PP ČR ÚSKPV - INTERPOL#0#0
00#93#00#009300#ETŘ PČR ŘSCP#0#0
00#97#91#009791#BIS#0#0
00#98#01#009801#VEL. VOJ. POLICIE PRAHA#0#0
01#00##0100#KŘP STŘEDOČESKÉHO KRAJE#0#0
01#00#00#010000#ETŘ KŘPS#0#0
01#00#07#010007#ODD. SILNIČNÍHO DOHLEDU KŘPS#0#0
01#00#40#010040#DÁLNIČNÍ ODD. MIROŠOVICE#0#0
01#00#41#010041#DÁLNIČNÍ ODD. BERNARTICE#0#0
01#00#42#010042#DÁLNIČNÍ ODD. RUDNÁ#0#0
01#00#43#010043#DÁLNIČNÍ ODD. POŘÍČANY#0#0
01#00#44#010044#DÁLNIČNÍ ODD. NOVÁ VES#0#0
01#00#50#010050#ODD. DOPROVODU VLAKŮ KŘPS#0#0
01#00#57#010057#POŘÍČNÍ ODD. SLAPY#0#0
01#00#58#010058#POŘÍČNÍ ODD. LABE#0#0
01#00#66#010066#OVK KŘPS#0#0
01#00#71#010071#OOK - 1.ODD. KŘPS#0#0
01#00#72#010072#OOK - 2.ODD. KŘPS#0#0
01#00#73#010073#OOK - 3.ODD. KŘPS#0#0
01#00#80#010080#ODBOR HOSP. KRIMINALITY KŘPS#0#0
01#00#81#010081#OHK - 1.ODD. KŘPS#0#0
01#00#82#010082#OHK - 2.ODD. KŘPS#0#0
01#00#83#010083#OHK - 3.ODD. KŘPS#0#0
01#01##0101#ÚO BENEŠOV#0#0
01#01#06#010106#DI - BN#0#0
01#01#10#010110#OOP BENEŠOV#1#1
01#01#11#010111#OOP ČECHTICE#1#0
01#01#12#010112#OOP ČERČANY#1#0
01#01#14#010114#OOP SÁZAVA#1#0
01#01#17#010117#OOP TÝNEC NAD SÁZAVOU#1#0
01#01#18#010118#OOP VLAŠIM#1#0
01#01#19#010119#OOP VOTICE#1#0
01#01#71#010171#OOK ÚO SKPV BENEŠOV#0#0
01#01#81#010181#OHK ÚO SKPV BENEŠOV#0#0
01#01#91#010191#SKPV KŘPS - DTŠ BENEŠOV#0#0
01#02##0102#ÚO BEROUN#0#0
01#02#06#010206#DI - BE#0#0
01#02#10#010210#OOP BEROUN#1#1
01#02#11#010211#OOP HOŘOVICE#1#0
01#02#13#010213#OOP KARLŠTEJN#1#0
01#02#14#010214#OOP KRÁLŮV DVŮR#1#0
01#02#16#010216#OOP ZDICE#1#0
01#02#71#010271#OOK ÚO SKPV BEROUN#0#0
01#02#81#010281#OHK ÚO SKPV BEROUN#0#0
01#03##0103#ÚO KLADNO#0#0
01#03#06#010306#DI - KL#0#0
01#03#11#010311#OOP KLADNO - KROČEHLAVY#1#1
01#03#14#010314#OOP KLADNO#1#1
01#03#17#010317#OOP SLANÝ#1#1
01#03#19#010319#OOP STOCHOV#1#0
01#03#20#010320#OOP KLADNO - VENKOV#1#0
01#03#21#010321#OOP UNHOŠŤ#1#0
01#03#22#010322#OOP VELVARY#1#0
01#03#64#010364#ODD. HLÍDKOVÉ SL. KLADNO#0#0
01#03#71#010371#OOK ÚO SKPV KLADNO#0#0
01#03#72#010372#OOK ÚO SKPV KLADNO - TO SLANÝ#0#0
01#03#81#010381#OHK ÚO SKPV KLADNO#0#0
01#04##0104#ÚO KOLÍN#0#0
01#04#06#010406#DI - KO#0#0
01#04#10#010410#OOP ČESKÝ BROD#1#0
01#04#11#010411#OOP KOLÍN#1#1
01#04#12#010412#OOP KOSTELEC NAD ČERNÝMI LESY#1#0
01#04#13#010413#OOP KOUŘIM#1#0
01#04#16#010416#OOP TÝNEC NAD LABEM#1#0
01#04#18#010418#OOP PEČKY#1#0
01#04#71#010471#OOK ÚO SKPV KOLÍN#0#0
01#04#81#010481#OHK ÚO SKPV KOLÍN#0#0
01#05##0105#ÚO KUTNÁ HORA#0#0
01#05#06#010506#DI - KH#0#0
01#05#10#010510#OOP ČÁSLAV#1#0
01#05#11#010511#OOP ZRUČ NAD SÁZAVOU#1#0
01#05#12#010512#OOP KUTNÁ HORA#1#1
01#05#15#010515#OOP UHLÍŘSKÉ JANOVICE#1#0
01#05#16#010516#OOP VRDY#1#0
01#05#17#010517#OOP ZBRASLAVICE#1#0
01#05#71#010571#OOK ÚO SKPV KUTNÁ HORA#0#0
01#05#81#010581#OHK ÚO SKPV KUTNÁ HORA#0#0
01#06##0106#ÚO MĚLNÍK#0#0
01#06#06#010606#DI - ME#0#0
01#06#10#010610#OOP KOSTELEC NAD LABEM#1#1
01#06#11#010611#OOP KRALUPY NAD VLTAVOU#1#1
01#06#12#010612#OOP LUŽEC NAD VLTAVOU#1#1
01#06#13#010613#OOP MĚLNÍK#1#1
01#06#14#010614#OOP MŠENO#1#1
01#06#15#010615#OOP NERATOVICE#1#1
01#06#16#010616#OOP LIBĚCHOV#1#1
01#06#17#010617#OOP VOJKOVICE#1#1
01#06#18#010618#OOP HORNÍ POČAPLY#1#1
01#06#71#010671#OOK ÚO SKPV MĚLNÍK#0#0
01#06#81#010681#OHK ÚO SKPV MĚLNÍK#0#0
01#06#91#010691#SKPV KŘPS - DTŠ MĚLNÍK#0#0
01#07##0107#ÚO MLADÁ BOLESLAV#0#0
01#07#06#010706#DI - MB#0#0
01#07#11#010711#OOP BĚLÁ POD BEZDĚZEM#1#0
01#07#12#010712#OOP BENÁTKY NAD JIZEROU#1#0
01#07#13#010713#OOP MLADÁ BOLESLAV II#1#1
01#07#14#010714#OOP DOBROVICE#1#0
01#07#17#010717#OOP MLADÁ BOLESLAV#1#1
01#07#18#010718#OOP MNICHOVO HRADIŠTĚ#1#0
01#07#71#010771#OOK ÚO SKPV MLADÁ BOLESLAV#0#0
01#07#81#010781#OHK ÚO SKPV MLADÁ BOLESLAV#0#0
01#08##0108#ÚO NYMBURK#0#0
01#08#06#010806#DI - NB#0#0
01#08#10#010810#OOP KŘINEC#1#0
01#08#11#010811#OOP LYSÁ NAD LABEM#1#0
01#08#12#010812#OOP MĚSTEC KRÁLOVÉ#1#0
01#08#13#010813#OOP MILOVICE#1#0
01#08#14#010814#OOP NYMBURK#1#1
01#08#16#010816#OOP PODĚBRADY#1#0
01#08#17#010817#OOP SADSKÁ#1#0
01#08#71#010871#OOK ÚO SKPV NYMBURK#0#0
01#08#81#010881#OHK ÚO SKPV NYMBURK#0#0
01#08#91#010891#SKPV KŘPS - DTŠ NYMBURK#0#0
01#11##0111#ÚO PŘÍBRAM#0#0
01#11#06#011106#DI - PB#0#0
01#11#10#011110#OOP BŘEZNICE#1#0
01#11#12#011112#OOP DOBŘÍŠ#1#0
01#11#15#011115#OOP MILÍN#1#0
01#11#19#011119#OOP PŘÍBRAM#1#1
01#11#20#011120#OOP ROŽMITÁL POD TŘEMŠÍNEM#1#0
01#11#21#011121#OOP SEDLČANY#1#0
01#11#23#011123#OOP PŘÍBRAM - VENKOV#1#0
01#11#71#011171#OOK ÚO SKPV PŘÍBRAM#0#0
01#11#81#011181#OHK ÚO SKPV PŘÍBRAM#0#0
01#11#91#011191#SKPV KŘPS - DTŠ PŘÍBRAM#0#0
01#12##0112#ÚO RAKOVNÍK#0#0
01#12#06#011206#DI - RA#0#0
01#12#11#011211#OOP HOŘESEDLY#1#0
01#12#12#011212#OOP JESENICE#1#0
01#12#13#011213#OOP ROZTOKY#1#0
01#12#15#011215#OOP NOVÉ STRAŠECÍ#1#0
01#12#16#011216#OOP RAKOVNÍK#1#1
01#12#71#011271#OOK ÚO SKPV RAKOVNÍK#0#0
01#12#81#011281#OHK ÚO SKPV RAKOVNÍK#0#0
01#14##0114#ÚO PRAHA VENKOV-JIH#0#0
01#14#06#011406#DI - PV JIH#0#0
01#14#12#011412#OOP ČESTLICE#1#0
01#14#13#011413#OOP JÍLOVÉ U PRAHY#1#0
01#14#14#011414#OOP JESENICE#1#0
01#14#16#011416#OOP ŘÍČANY#1#0
01#14#19#011419#OOP KAMENICE#1#0
01#14#22#011422#OOP HRADIŠTKO#1#0
01#14#71#011471#OOK ÚO SKPV PRAHA VENKOV-JIH#0#0
01#14#81#011481#OHK ÚO SKPV PRAHA VENKOV-JIH#0#0
01#15##0115#ÚO PRAHA VENKOV-VÝCHOD#0#0
01#15#06#011506#DI - PV VÝCHOD#0#0
01#15#10#011510#OOP BRANDÝS/LABEM-STARÁ BOLESLAV#1#0
01#15#11#011511#OOP ČELÁKOVICE#1#0
01#15#15#011515#OOP ODOLENÁ VODA#1#0
01#15#17#011517#OOP ÚVALY#1#0
01#15#71#011571#OOK ÚO SKPV PRAHA VENKOV-VÝCHOD#0#0
01#15#81#011581#OHK ÚO SKPV PRAHA VENKOV-VÝCHOD#0#0
01#16##0116#ÚO PRAHA VENKOV-ZÁPAD#0#0
01#16#06#011606#DI - PV ZÁPAD#0#0
01#16#14#011614#OOP LIBČICE#1#0
01#16#18#011618#OOP MNÍŠEK POD BRDY#1#0
01#16#20#011620#OOP ŘEVNICE#1#0
01#16#21#011621#OOP HOSTIVICE#1#0
01#16#71#011671#OOK ÚO SKPV PRAHA VENKOV-ZÁPAD#0#0
01#16#81#011681#OHK ÚO SKPV PRAHA VENKOV-ZÁPAD#0#0
01#98#01#019801#VEL. VOJ. POLICIE STARÁ BOLESLAV#0#0
02#00##0200#KŘP JIHOČESKÉHO KRAJE#0#0
02#00#00#020000#ETŘ KŘPC#0#0
02#00#07#020007#ODD. SILNIČNÍHO DOHLEDU KŘPC#0#0
02#00#50#020050#ODD. DOPROVODU VLAKŮ KŘPC#0#0
02#00#66#020066#OVK KŘPC#0#0
02#00#71#020071#OOK - 1.ODD. KŘPC#0#0
02#00#72#020072#OOK - 2.ODD. KŘPC#0#0
02#00#73#020073#OOK - 3.ODD. KŘPC#0#0
02#00#80#020080#ODBOR HOSP. KRIMINALITY KŘPC#0#0
02#00#81#020081#OHK - 1.ODD. KŘPC#0#0
02#00#82#020082#OHK - 2.ODD. KŘPC#0#0
02#01##0201#ÚO ČESKÉ BUDĚJOVICE#0#0
02#01#06#020106#DI - CB#0#0
02#01#10#020110#OOP ČESKÉ BUDĚJOVICE#1#1
02#01#11#020111#OOP ČTYŘI DVORY#1#1
02#01#12#020112#OOP SUCHÉ VRBNÉ#1#1
02#01#13#020113#OOP HLUBOKÁ NAD VLTAVOU#1#0
02#01#14#020114#OOP BORŠOV NAD VLTAVOU#1#0
02#01#16#020116#OOP LIŠOV#1#0
02#01#18#020118#OOP ŠEVĚTÍN#1#0
02#01#19#020119#OOP TRHOVÉ SVINY#1#0
02#01#20#020120#OOP TÝN NAD VLTAVOU#1#0
02#01#21#020121#OOP ZLIV#1#0
02#01#50#020150#OŽP ČESKÉ BUDĚJOVICE#1#1
02#01#57#020157#OVK Č. BUDĚJOVICE#0#0
02#01#64#020164#ODD. HLÍDKOVÉ SL. Č. BUDĚJOVICE#0#0
02#01#71#020171#OOK ÚO SKPV ČESKÉ BUDĚJOVICE#0#0
02#01#81#020181#OHK - SKPV ČESKÉ BUDĚJOVICE#0#0
02#02##0202#ÚO ČESKÝ KRUMLOV#0#0
02#02#06#020206#DI - CK#0#0
02#02#11#020211#OOP ČESKÝ KRUMLOV#1#1
02#02#13#020213#OOP HORNÍ PLANÁ#1#0
02#02#15#020215#OOP KAPLICE#1#0
02#02#16#020216#OOP KŘEMŽE#1#0
02#02#17#020217#OOP LIPNO#1#0
02#02#18#020218#OOP VĚTŘNÍ#1#0
02#02#19#020219#OOP VYŠŠÍ BROD#1#0
02#02#57#020257#OVK ČESKÝ KRUMLOV#0#0
02#02#71#020271#OOK ÚO SKPV ČESKÝ KRUMLOV#0#0
02#02#81#020281#OHK - SKPV ČESKÝ KRUMLOV#0#0
02#03##0203#ÚO JINDŘICHŮV HRADEC#0#0
02#03#06#020306#DI - JH#0#0
02#03#10#020310#OOP DAČICE#1#0
02#03#12#020312#OOP JINDŘICHŮV HRADEC#1#1
02#03#15#020315#OOP NOVÁ BYSTŘICE#1#1
02#03#17#020317#OOP SLAVONICE#1#0
02#03#21#020321#OOP STUDENÁ#1#0
02#03#22#020322#OOP SUCHDOL NAD LUŽNICÍ#1#0
02#03#23#020323#OOP TŘEBOŇ#1#0
02#03#57#020357#OVK JINDŘICHŮV HRADEC#0#0
02#03#71#020371#OOK ÚO SKPV JINDŘICHŮV HRADEC#0#0
02#03#81#020381#OHK - SKPV JINDŘICHŮV HRADEC#0#0
02#05##0205#ÚO PÍSEK#0#0
02#05#06#020506#DI - PI#0#0
02#05#12#020512#OOP MILEVSKO#1#0
02#05#13#020513#OOP ČIMELICE#1#0
02#05#15#020515#OOP PÍSEK#1#1
02#05#16#020516#OOP PROTIVÍN#1#0
02#05#17#020517#OOP ZVÍKOVSKÉ PODHRADÍ#1#0
02#05#57#020557#OVK PÍSEK#0#0
02#05#71#020571#OOK ÚO SKPV PÍSEK#0#0
02#05#81#020581#OHK - SKPV PÍSEK#0#0
02#06##0206#ÚO PRACHATICE#0#0
02#06#06#020606#DI - PR#0#0
02#06#12#020612#OOP NETOLICE#1#0
02#06#13#020613#OOP PRACHATICE#1#1
02#06#15#020615#OOP VIMPERK#1#0
02#06#17#020617#OOP VOLARY#1#0
02#06#18#020618#OOP HORNÍ VLTAVICE#1#0
02#06#57#020657#OVK PRACHATICE#0#0
02#06#71#020671#OOK ÚO SKPV PRACHATICE#0#0
02#06#81#020681#OHK - SKPV PRACHATICE#0#0
02#07##0207#ÚO STRAKONICE#0#0
02#07#06#020706#DI - ST#0#0
02#07#11#020711#OOP BLATNÁ#1#0
02#07#14#020714#OOP STRAKONICE#1#1
02#07#16#020716#OOP VODŇANY#1#0
02#07#17#020717#OOP VOLYNĚ#1#0
02#07#18#020718#OOP RADOMYŠL#1#0
02#07#57#020757#OVK STRAKONICE#0#0
02#07#71#020771#OOK ÚO SKPV STRAKONICE#0#0
02#07#81#020781#OHK - SKPV STRAKONICE#0#0
02#08##0208#ÚO TÁBOR#0#0
02#08#06#020806#DI - TA#0#0
02#08#10#020810#OOP BECHYNĚ#1#0
02#08#12#020812#OOP CHÝNOV#1#0
02#08#15#020815#OOP MLADÁ VOŽICE#1#0
02#08#16#020816#OOP SEZIMOVO ÚSTÍ#1#0
02#08#17#020817#OOP SOBĚSLAV#1#0
02#08#18#020818#OOP TÁBOR#1#1
02#08#19#020819#OOP VESELÍ NAD LUŽNICÍ#1#1
02#08#20#020820#OOP JISTEBNICE#1#0
02#08#57#020857#OVK TÁBOR#0#0
02#08#71#020871#OOK ÚO SKPV TÁBOR#0#0
02#08#81#020881#OHK - SKPV TÁBOR#0#0
02#40##0240#OŘ SCP P ČR ČESKÉ BUDĚJOVICE#0#0
02#40#00#024000#ETŘ OŘ SCP P ČR ČESKÉ BUDĚJOVICE#0#0
02#40#02#024002#OŘ SCP - ODB. SPEC. ČINNOSTÍ Č.B#0#0
02#40#03#024003#OŘ SCP - ODD. PÁTRÁNÍ Č.B.#0#0
02#40#40#024040#OŘ SCP - SKUP. DOKUMENTACE Č.B.#0#0
02#40#61#024061#ICP - ČESKÉ BUDĚJOVICE#0#0
02#40#62#024062#ICP - ČESKÝ KRUMLOV#0#0
02#40#63#024063#ICP - JINDŘICHŮV HRADEC#0#0
02#40#64#024064#ICP - PRACHATICE#0#0
02#40#65#024065#ICP - STRAKONICE#0#0
02#40#66#024066#ICP - TÁBOR#0#0
02#98#01#029801#VEL. VOJ. POLICIE TÁBOR#0#0
03#00##0300#KŘP PLZEŇSKÉHO KRAJE#0#0
03#00#00#030000#ETŘ KŘPP#0#0
03#00#40#030040#DÁLNIČNÍ ODD. SVOJKOVICE#0#0
03#00#41#030041#DÁLNIČNÍ ODD. OSTROV U STŘÍBRA#0#0
03#00#50#030050#ODD. DOPROVODU VLAKŮ KŘPP#0#0
03#00#66#030066#OVK KŘPP#0#0
