"Střížov","http://ruian.linked.opendata.cz/resource/casti-obci/31518","http://ruian.linked.opendata.cz/resource/obce/501751"
"Savín","http://ruian.linked.opendata.cz/resource/casti-obci/146145","http://ruian.linked.opendata.cz/resource/obce/503444"
"Březové","http://ruian.linked.opendata.cz/resource/casti-obci/174327","http://ruian.linked.opendata.cz/resource/obce/503444"
"Rozvadovice","http://ruian.linked.opendata.cz/resource/casti-obci/174335","http://ruian.linked.opendata.cz/resource/obce/503444"
"Unčovice","http://ruian.linked.opendata.cz/resource/casti-obci/174343","http://ruian.linked.opendata.cz/resource/obce/503444"
"Tři Dvory","http://ruian.linked.opendata.cz/resource/casti-obci/21059","http://ruian.linked.opendata.cz/resource/obce/503444"
"Chudobín","http://ruian.linked.opendata.cz/resource/casti-obci/37150","http://ruian.linked.opendata.cz/resource/obce/503444"
"Myslechovice","http://ruian.linked.opendata.cz/resource/casti-obci/37168","http://ruian.linked.opendata.cz/resource/obce/503444"
"Nasobůrky","http://ruian.linked.opendata.cz/resource/casti-obci/37176","http://ruian.linked.opendata.cz/resource/obce/503444"
"Nová Ves","http://ruian.linked.opendata.cz/resource/casti-obci/37184","http://ruian.linked.opendata.cz/resource/obce/503444"
"Víska","http://ruian.linked.opendata.cz/resource/casti-obci/37192","http://ruian.linked.opendata.cz/resource/obce/503444"
"Litovel","http://ruian.linked.opendata.cz/resource/casti-obci/413674","http://ruian.linked.opendata.cz/resource/obce/503444"
"Kozojedy","http://ruian.linked.opendata.cz/resource/casti-obci/16578","http://ruian.linked.opendata.cz/resource/obce/504807"
"Lány","http://ruian.linked.opendata.cz/resource/casti-obci/16586","http://ruian.linked.opendata.cz/resource/obce/504807"
"Třibřichy","http://ruian.linked.opendata.cz/resource/casti-obci/32859","http://ruian.linked.opendata.cz/resource/obce/504921"
"Břevenec","http://ruian.linked.opendata.cz/resource/casti-obci/13838","http://ruian.linked.opendata.cz/resource/obce/505218"
"Šumvald","http://ruian.linked.opendata.cz/resource/casti-obci/164518","http://ruian.linked.opendata.cz/resource/obce/505218"
"Velká Bystřice","http://ruian.linked.opendata.cz/resource/casti-obci/178284","http://ruian.linked.opendata.cz/resource/obce/505609"
"Bolatice","http://ruian.linked.opendata.cz/resource/casti-obci/6980","http://ruian.linked.opendata.cz/resource/obce/506214"
"Borová","http://ruian.linked.opendata.cz/resource/casti-obci/6998","http://ruian.linked.opendata.cz/resource/obce/506214"
"Dolní Lhota","http://ruian.linked.opendata.cz/resource/casti-obci/29548","http://ruian.linked.opendata.cz/resource/obce/506711"
"Hněvošice","http://ruian.linked.opendata.cz/resource/casti-obci/40142","http://ruian.linked.opendata.cz/resource/obce/507105"
"Darkovičky","http://ruian.linked.opendata.cz/resource/casti-obci/39861","http://ruian.linked.opendata.cz/resource/obce/507016"
"Hlučín","http://ruian.linked.opendata.cz/resource/casti-obci/413887","http://ruian.linked.opendata.cz/resource/obce/507016"
"Bobrovníky","http://ruian.linked.opendata.cz/resource/casti-obci/5878","http://ruian.linked.opendata.cz/resource/obce/507016"
"Komorní Lhotka","http://ruian.linked.opendata.cz/resource/casti-obci/68811","http://ruian.linked.opendata.cz/resource/obce/507237"
"Markvartovice","http://ruian.linked.opendata.cz/resource/casti-obci/91898","http://ruian.linked.opendata.cz/resource/obce/508128"
"Plavsko","http://ruian.linked.opendata.cz/resource/casti-obci/121568","http://ruian.linked.opendata.cz/resource/obce/509078"
